дария	river
Ububirigi	Ypres
Tanzaniya	Kerebe
Tanzaniya	Tanzania
ikidage	German
ikidage	Jerry
Afurika	Africa
Afurika	Dogon
Afurika	white man’s grave
Azia	Asia
Azia	barn swallow
kire	moneyed
kire	well-off
koko	alien
koko	animal
koko	beast
koko	beastie
koko	brute
koko	creature
koko	critter
koko	fauna
koko	organism
koko	zooid
nyamaswa	alien
nyamaswa	animal
nyamaswa	beast
nyamaswa	beastie
nyamaswa	brute
nyamaswa	creature
nyamaswa	critter
nyamaswa	fauna
nyamaswa	organism
nyamaswa	zooid
isutiye	bra
isutiye	brassiere
isutiye	brassière
isutiye	fastener
yuma	dagger
yuma	knife
yuma	sword
vi	elbow
vi	genu
vi	knee
vi	knee joint
inkoranyamagambo	dictionary
inkoranyamagambo	dictionary of synonyms
inkoranyamagambo	lexicon
inkoranyamagambo	synonymicon
inkoranyamagambo	thesaurus
inkoranyamagambo	vocabulary
inkoranyamagambo	wordbook
sakuza	cry
sakuza	cry out
sakuza	scream
sakuza	vociferate
sakuza	yell
Ikinyafurikaneri	Afrikaans
Inyamuhariki	Amharic
Icyarabu	Arabic
Icyasamizi	Assamese
Inyazeribayijani	Azerbaijani
Ikibelarusiya	Belarusian
Urunyabuligariya	Bulgarian
Ikibengali	Bengali
Inyebiritoni	Breton
Inyebosiniya	Bosnian
Igikatalani	Catalan
Igiceke	Czech
Ikigaluwa	Welsh
Ikidaninwa	Danish
Ikidage	German
Ikigereki	Greek
Icyongereza	English
Icyesiperanto	Esperanto
Icyesipanyolo	Spanish
Icyesitoniya	Estonian
Ikibasiki	Basque
Inyeperisi	Persian
Igifinilande	Finnish
Ikinyafilipine	Filipino
Inyefaroyizi	Faroese
Igifaransa	French
Igifiriziyani	Western Frisian
Ikirilandi	Irish
Ikigaluwa cy’Igisweduwa	Scottish Gaelic
Ikigalisiya	Galician
Inyaguwarani	Guarani
Inyegujarati	Gujarati
Igiheburayo	Hebrew
Igihindi	Hindi
Igikorowasiya	Croatian
Igihongiriya	Hungarian
Ikinyarumeniya	Armenian
Ururimi Gahuzamiryango	Interlingua
Ikinyendoziya	Indonesian
Uruhuzandimi	Interlingue
Igisilande	Icelandic
Igitaliyani	Italian
Ikiyapani	Japanese
Inyejava	Javanese
Inyejeworujiya	Georgian
Igikambodiya	Khmer
Igikanada	Kannada
Igikoreya	Korean
Inyekuridishi	Kurdish
Inkerigizi	Kyrgyz
Inkerigizi	Kirghiz
Ikilatini	Latin
Ilingala	Lingala
Ikilawotiyani	Lao
Ikilituwaniya	Lithuanian
Ikinyaletoviyani	Latvian
Ikimasedoniyani	Macedonian
Ikimalayalami	Malayalam
Ikimongoli	Mongolian
Ikimarati	Marathi
Ikimalayi	Malay
Ikimaliteze	Maltese
Ikinepali	Nepali
Ikinerilande	Dutch
Inyenoruveji (Nyonorusiki)	Norwegian Nynorsk
Ikinoruveji	Norwegian
Inyogusitani	Occitan
Inyoriya	Oriya
Igipunjabi	Punjabi
Igipolone	Polish
Impashito	Pashto
Impashito	Pushto
Igiporutugali	Portuguese
Inyeporutigali (Brezili)	Brazilian Portuguese
Inyeporutigali (Igiporutigali)	European Portuguese
Ikinyarumaniya	Romanian
Ikirusiya	Russian
Kinyarwanda	Kinyarwanda
Igisansikiri	Sanskrit
Igisindi	Sindhi
Inyeseribiya na Korowasiya	Serbo-Croatian
Inyesimpaleze	Sinhala
Igisilovaki	Slovak
Ikinyasiloveniya	Slovenian
Igisomali	Somali
Icyalubaniya	Albanian
Igiseribe	Serbian
Inyesesoto	Southern Sotho
Igisuweduwa	Swedish
Igiswahili	Swahili
Igitamili	Tamil
Igitelugu	Telugu
Igitayi	Thai
Inyatigirinya	Tigrinya
Inyeturukimeni	Turkmen
Inyekilingoni	Klingon
Igiturukiya	Turkish
Inyetuwi	Twi
Ikiwiguri	Uyghur
Ikiwiguri	Uighur
Ikinyayukereni	Ukrainian
Inyeyurudu	Urdu
Inyeyuzubeki	Uzbek
Ikinyaviyetinamu	Vietnamese
Inyehawusa	Xhosa
Inyeyidishi	Yiddish
Inyezulu	Zulu
Rwanda	Rwanda
Igitonga	Tonga
«	“
»	”
‘	‘
’	’
mut.	Jan
gas.	Feb
wer.	Mar
mat.	Apr
gic.	May
kam.	Jun
nya.	Jul
kan.	Aug
nze.	Sep
ukw.	Oct
ugu.	Nov
uku.	Dec
Mutarama	January
Gashyantare	February
Werurwe	March
Mata	April
Gicuransi	May
Kamena	June
Nyakanga	July
Kanama	August
Nzeli	September
Ukwakira	October
Ugushyingo	November
Ukuboza	December
cyu.	Sun
mbe.	Mon
kab.	Tue
gtu.	Wed
kan.	Thu
gnu.	Fri
gnd.	Sat
Ku cyumweru	Sunday
Kuwa mbere	Monday
Kuwa kabiri	Tuesday
Kuwa gatatu	Wednesday
Kuwa kane	Thursday
Kuwa gatanu	Friday
Kuwa gatandatu	Saturday
I1	Q1
I2	Q2
I3	Q3
I4	Q4
igihembwe cya mbere	1st quarter
igihembwe cya kabiri	2nd quarter
igihembwe cya gatatu	3rd quarter
igihembwe cya kane	4th quarter
,	,
,	.
.	.
.	,
Inyesudani	Sundanese
ikinyarwanda	Kinyarwanda
ikinyarwanda	Rwanda
kinyarwanda	Kinyarwanda
kinyarwanda	Rwanda
Igitonga	Tonga
Rwanda	Rwanda
